"CONSECUTIVO"	"CEDULA"	"DEPARTAMENTO"	"MONTO"	"SUCURSAL"	"PRODUCTO"	"USUARIO"
4861	23321	250	63641	6	16	142
4862	23585	30	38466	7	18	139
4863	24176	240	70724	6	6	170
4864	14032	200	63641	4	16	165
4865	25896	120	70724	5	6	167
4866	14331	30	1526	4	13	109
4867	11523	160	38466	1	18	100
4868	16585	150	9474	5	15	125
4869	14040	240	47347	5	2	145
4870	18490	50	9474	4	15	173
4871	16065	180	27825	5	8	204
4872	20498	220	95810	5	11	190
4873	25529	50	95810	3	11	136
4874	17642	40	66806	3	14	128
4875	17065	50	90367	6	4	149
4876	11436	220	85176	2	5	102
4877	24628	250	1526	3	13	166
4878	22697	70	38466	4	18	121
4879	29227	40	85176	3	5	136
4880	19155	190	29442	4	3	185
4881	26524	10	70724	6	6	143
4882	12737	200	63641	3	16	125
4883	19419	170	1526	2	13	133
4884	22504	210	63641	4	16	107
4885	15910	180	38466	4	18	205
4886	23986	210	11869	3	17	112
4887	25195	70	85176	4	5	135
4888	18681	10	1760	3	1	195
4889	27737	210	70047	3	7	191
4890	11992	100	85176	3	5	179
4891	26095	130	1526	6	13	102
4892	24505	240	27825	3	8	107
4893	22047	60	89125	6	12	175
4894	17330	220	89125	3	12	152
4895	13398	250	29442	4	3	185
4896	23334	40	89125	7	12	102
4897	18872	230	1760	5	1	151
4898	12767	30	9474	2	15	189
4899	25667	270	1760	2	1	150
4900	18096	90	85176	7	5	167
4901	23827	70	73123	5	10	123
4902	11172	40	73123	1	10	136
4903	24172	40	29442	2	3	162
4904	14662	100	95810	7	11	166
4905	24667	180	1760	2	1	197
4906	26281	30	66806	7	14	192
4907	12381	90	63641	5	16	153
4908	26716	170	95810	6	11	103
4909	23451	240	63641	2	16	182
4910	28701	200	70047	5	7	124
4911	22641	170	89125	4	12	167
4912	22740	150	63641	2	16	150
4913	17933	270	63641	4	16	170
4914	26596	120	89125	5	12	196
4915	14491	110	29442	3	3	102
4916	25093	180	95810	2	11	110
4917	27334	100	73123	7	10	177
4918	21214	230	11869	5	17	197
4919	15584	150	11869	7	17	140
4920	15524	190	11869	5	17	115
4921	15391	130	90367	7	4	196
4922	15810	250	90367	5	4	124
4923	29310	200	47347	5	2	134
4924	11435	150	38466	7	18	125
4925	15812	190	1760	1	1	123
4926	25617	60	11869	4	17	190
4927	14707	160	54620	7	9	154
4928	11404	240	70724	3	6	120
4929	13802	140	90367	7	4	105
4930	12997	40	1760	1	1	103
4931	21089	190	54620	4	9	113
4932	19739	20	1526	5	13	172
4933	12022	260	85176	3	5	116
4934	27215	60	95810	3	11	170
4935	21738	200	47347	1	2	120
4936	24032	170	38466	3	18	188
4937	12693	230	47347	6	2	204
4938	17570	140	47347	2	2	107
4939	27139	230	63641	3	16	118
4940	16842	140	9474	4	15	153
4941	18231	220	63641	7	16	110
4942	16287	250	70724	2	6	127
4943	16086	60	63641	6	16	151
4944	27718	190	63641	2	16	157
4945	24285	260	27825	1	8	142
4946	23552	160	70047	6	7	142
4947	25159	130	1526	1	13	161
4948	23053	270	1526	3	13	173
4949	22532	10	70724	6	6	153
4950	11051	150	95810	4	11	155
4951	13089	40	27825	1	8	186
4952	14522	140	1760	5	1	109
4953	25749	240	1526	1	13	127
4954	11319	240	85176	2	5	143
4955	18484	250	27825	7	8	120
4956	24935	200	47347	4	2	165
4957	21386	20	1760	5	1	133
4958	17732	10	11869	7	17	106
4959	16084	160	70047	1	7	110
4960	17259	210	70047	7	7	144
4961	13759	150	70047	2	7	108
4962	20186	50	70047	6	7	185
4963	23246	200	90367	4	4	156
4964	14611	10	1526	2	13	147
4965	20071	210	89125	4	12	162
4966	11537	170	1526	1	13	143
4967	27171	270	1760	1	1	204
4968	24137	130	63641	4	16	141
4969	24571	100	95810	4	11	162
4970	16106	220	47347	3	2	140
4971	25113	120	9474	6	15	176
4972	28327	200	90367	7	4	173
4973	14751	20	11869	6	17	149
4974	27104	50	66806	7	14	200
4975	26844	130	73123	3	10	106
4976	14452	60	47347	4	2	111
4977	26897	160	70047	5	7	111
4978	17828	190	38466	7	18	187
4979	18310	160	1760	7	1	158
4980	14517	150	27825	1	8	145
4981	13165	150	95810	5	11	159
4982	13959	140	38466	7	18	128
4983	11366	200	85176	7	5	204
4984	25901	230	54620	1	9	153
4985	27349	260	63641	1	16	129
4986	11853	230	47347	6	2	129
4987	18857	230	11869	7	17	131
4988	29242	100	63641	1	16	200
4989	11740	220	66806	5	14	199
4990	24683	100	70724	6	6	126
4991	23614	240	11869	3	17	136
4992	24734	10	27825	1	8	167
4993	15067	270	54620	7	9	147
4994	21909	130	89125	3	12	166
4995	28264	150	1760	7	1	149
4996	28149	120	1760	2	1	183
4997	19635	260	90367	3	4	141
4998	23555	100	70047	6	7	136
4999	19568	260	63641	4	16	186
5000	12638	50	90367	2	4	110
5001	12883	70	70724	6	6	139
5002	26265	30	66806	2	14	193
5003	23804	190	89125	5	12	166
5004	13509	120	29442	4	3	127
5005	19948	140	11869	1	17	193
5006	18638	180	70724	3	6	154
5007	26769	140	85176	6	5	177
5008	26004	230	90367	3	4	108
5009	29280	190	89125	5	12	117
5010	27871	170	70047	5	7	160
5011	12804	110	89125	5	12	195
5012	11580	220	70724	5	6	110
5013	25991	240	1526	3	13	199
5014	23844	90	9474	5	15	109
5015	22612	80	73123	1	10	146
5016	18783	200	1526	2	13	102
5017	24059	230	95810	4	11	127
5018	13320	40	95810	1	11	106
5019	27109	190	63641	2	16	133
5020	21932	90	47347	6	2	130
5021	12655	70	29442	5	3	181
5022	26775	100	29442	2	3	173
5023	11440	100	70047	4	7	147
5024	15422	130	66806	6	14	170
5025	25858	110	1526	3	13	134
5026	23836	260	29442	1	3	136
5027	21139	230	89125	4	12	102
5028	16878	250	89125	3	12	171
5029	24134	10	1526	3	13	149
5030	12737	140	9474	1	15	196
5031	12156	70	54620	5	9	179
5032	14231	100	1760	5	1	199
5033	27503	90	1526	1	13	148
5034	18117	260	70047	3	7	100
5035	11264	90	47347	3	2	196
5036	15788	180	63641	1	16	107
5037	16672	220	47347	1	2	137
5038	17775	260	47347	3	2	121
5039	24870	80	1526	2	13	185
5040	19311	220	66806	1	14	126
5041	14274	200	54620	3	9	100
5042	15520	170	70724	1	6	195
5043	25238	70	27825	7	8	178
5044	27913	30	11869	3	17	117
5045	17564	230	95810	3	11	139
5046	24345	210	27825	2	8	197
5047	22873	150	90367	4	4	136
5048	16997	270	85176	6	5	135
5049	24603	90	27825	1	8	190
5050	11426	70	47347	3	2	180
5051	25005	160	90367	3	4	118
5052	29101	150	38466	1	18	155
5053	11024	120	29442	2	3	140
5054	28121	250	95810	1	11	149
5055	28739	150	70047	6	7	110
5056	17562	150	70047	7	7	154
5057	20231	170	70724	1	6	149
5058	28471	220	89125	4	12	196
5059	21949	180	85176	2	5	101
5060	19337	120	1760	5	1	202
5061	19578	240	1526	5	13	187
5062	26096	260	63641	7	16	195
5063	14094	230	85176	4	5	146
5064	19210	120	85176	2	5	144
5065	17848	210	1760	5	1	157
5066	26420	230	70724	3	6	139
5067	20762	240	27825	7	8	144
5068	24108	180	29442	1	3	133
5069	25967	20	54620	6	9	132
5070	14408	210	11869	2	17	144
5071	13406	260	27825	3	8	124
5072	16928	20	47347	6	2	111
5073	17617	230	70724	7	6	163
5074	27284	150	63641	6	16	111
5075	20690	20	1760	4	1	156
5076	13904	80	63641	4	16	182
5077	17608	140	11869	6	17	180
5078	28915	80	70724	5	6	204
5079	13248	50	9474	2	15	125
5080	19500	100	90367	6	4	168
5081	19681	30	90367	7	4	161
5082	24125	200	63641	4	16	136
5083	17786	140	11869	4	17	186
5084	21245	220	54620	6	9	102
5085	24019	140	47347	5	2	202
5086	11356	260	54620	4	9	199
5087	13212	100	47347	1	2	203
5088	13260	230	27825	3	8	132
5089	12024	90	95810	1	11	118
5090	17497	10	54620	5	9	160
5091	23894	240	90367	2	4	191
5092	25291	110	95810	4	11	164
5093	25912	260	90367	7	4	125
5094	15220	70	38466	7	18	197
5095	14430	120	54620	7	9	181
5096	12313	200	89125	1	12	184
5097	22477	200	95810	6	11	201
5098	23830	80	63641	4	16	146
5099	22313	90	27825	3	8	166
5100	18451	160	70724	2	6	121
5101	19728	190	70724	3	6	121
5102	27699	200	27825	7	8	204
5103	23268	120	85176	4	5	126
5104	22079	140	63641	2	16	171
5105	13568	150	29442	7	3	141
5106	28792	240	70047	2	7	130
5107	15283	170	47347	3	2	152
5108	23815	120	73123	6	10	123
5109	11679	200	38466	7	18	163
5110	17641	150	29442	6	3	109
5111	23020	120	1760	7	1	117
5112	14084	140	1760	7	1	115
5113	29109	50	29442	5	3	103
5114	24227	130	11869	4	17	158
5115	19593	130	70047	2	7	184
5116	12434	210	54620	2	9	124
5117	26953	80	9474	3	15	169
5118	12823	30	85176	6	5	136
5119	16589	140	54620	6	9	129
5120	29151	160	38466	6	18	174
5121	25931	160	27825	3	8	159
5122	24500	250	70724	1	6	178
5123	22066	40	73123	3	10	116
5124	18945	170	89125	2	12	114
5125	12607	100	54620	2	9	149
5126	21286	150	27825	6	8	143
5127	16399	230	89125	6	12	102
5128	28073	90	38466	2	18	156
5129	15434	170	66806	6	14	111
5130	28442	270	38466	5	18	159
5131	26608	220	11869	3	17	138
5132	19560	50	1526	1	13	193
5133	13013	200	63641	3	16	164
5134	16010	160	1526	2	13	160
5135	23289	150	95810	5	11	152
5136	29126	220	70724	4	6	165
5137	25233	80	95810	6	11	124
5138	22756	150	29442	1	3	189
5139	16693	80	73123	6	10	192
5140	13245	170	89125	5	12	172
5141	23055	260	73123	5	10	178
5142	15074	60	1526	3	13	128
5143	19964	160	66806	4	14	132
5144	27428	140	47347	7	2	197
5145	29446	210	11869	4	17	120
5146	16140	90	66806	1	14	131
5147	19299	260	47347	5	2	173
5148	23338	170	89125	2	12	170
5149	14754	160	38466	4	18	136
5150	24980	10	66806	2	14	120
5151	23954	20	70724	3	6	121
5152	17284	210	89125	3	12	186
5153	19541	110	70724	6	6	102
5154	16932	180	1526	1	13	161
5155	23372	120	54620	1	9	193
5156	13404	160	29442	3	3	195
5157	17989	270	90367	2	4	181
5158	13697	200	70047	6	7	177
5159	19395	210	85176	4	5	140
5160	12528	220	85176	2	5	136
5161	12560	20	11869	3	17	111
5162	18735	30	29442	4	3	132
5163	22148	150	47347	6	2	114
5164	25599	270	90367	5	4	154
5165	23521	170	47347	2	2	103
5166	21610	50	1760	2	1	139
5167	26057	40	27825	3	8	205
5168	29343	30	95810	7	11	132
5169	13506	250	54620	5	9	183
5170	26813	50	9474	5	15	131
5171	21743	190	85176	4	5	200
5172	23505	200	63641	4	16	162
5173	14231	190	9474	1	15	184
5174	20932	180	70047	5	7	142
5175	28618	100	38466	7	18	194
5176	12931	40	85176	4	5	146
5177	19916	120	95810	7	11	168
5178	21379	180	73123	2	10	203
5179	18643	10	85176	5	5	179
5180	27657	220	38466	7	18	114
5181	19760	230	95810	5	11	173
5182	28034	150	85176	1	5	182
5183	27569	120	11869	4	17	146
5184	16280	150	1760	1	1	198
5185	28847	80	70724	3	6	139
5186	15867	10	73123	5	10	185
5187	14670	130	90367	6	4	127
5188	18821	20	70724	1	6	143
5189	19884	20	1760	7	1	159
5190	20269	120	54620	1	9	135
5191	21197	40	70047	6	7	127
5192	14941	10	47347	3	2	189
5193	19196	170	1526	7	13	168
5194	17946	30	27825	2	8	107
5195	28374	260	85176	4	5	100
5196	20855	160	89125	3	12	161
5197	21506	260	47347	3	2	188
5198	18724	20	89125	1	12	165
5199	13098	60	90367	3	4	168
5200	27866	20	73123	2	10	163
5201	12572	60	27825	1	8	159
5202	24041	40	54620	2	9	182
5203	20658	220	63641	6	16	153
5204	27812	200	1526	5	13	109
5205	26330	60	66806	1	14	156
5206	29241	90	11869	6	17	122
5207	23441	130	27825	7	8	177
5208	20963	270	63641	7	16	203
5209	29377	50	1760	6	1	158
5210	17664	190	27825	5	8	195
5211	27671	250	73123	5	10	131
5212	16409	140	70724	5	6	157
5213	20288	240	27825	3	8	195
5214	23729	240	38466	5	18	140
5215	25892	20	54620	5	9	191
5216	14248	130	70047	6	7	102
5217	27034	140	85176	4	5	171
5218	16655	60	1760	7	1	120
5219	13166	190	1526	1	13	178
5220	12791	110	1526	4	13	121
5221	12270	240	63641	5	16	137
5222	18210	170	38466	6	18	109
5223	13303	10	29442	4	3	105
5224	11992	40	1526	5	13	149
5225	27665	160	66806	1	14	197
5226	27868	20	70724	6	6	131
5227	23466	220	38466	3	18	132
5228	25813	220	89125	6	12	189
5229	17553	100	54620	5	9	110
5230	17424	90	95810	7	11	165
5231	17461	240	63641	7	16	190
5232	16514	170	27825	3	8	171
5233	13523	20	9474	7	15	104
5234	18977	110	73123	5	10	109
5235	23495	20	47347	6	2	145
5236	28253	130	54620	4	9	151
5237	26195	260	63641	4	16	108
5238	13402	140	1526	2	13	182
5239	13042	50	66806	5	14	205
5240	28689	200	38466	6	18	157
5241	17221	60	90367	4	4	169
5242	12189	80	54620	6	9	165
5243	24405	230	90367	5	4	101
5244	26122	150	90367	5	4	174
5245	18160	270	54620	6	9	118
5246	25301	100	85176	7	5	174
5247	27475	140	11869	6	17	133
5248	25477	80	70047	7	7	144
5249	18159	200	70047	4	7	184
5250	15281	150	11869	5	17	193
5251	22137	260	29442	4	3	140
5252	22543	140	9474	2	15	116
5253	20562	120	9474	7	15	108
5254	17313	180	73123	2	10	121
5255	15665	30	54620	2	9	203
5256	27383	220	85176	5	5	194
5257	16982	220	1760	2	1	173
5258	15332	190	89125	5	12	146
5259	28886	230	90367	3	4	180
5260	28158	210	11869	3	17	193
5261	26410	40	1760	6	1	137
5262	17684	90	38466	4	18	181
5263	22326	220	63641	7	16	137
5264	24293	30	66806	4	14	171
5265	12113	240	11869	2	17	105
5266	22295	170	11869	6	17	180
5267	12961	90	90367	1	4	106
5268	28060	120	38466	3	18	105
5269	20650	110	95810	2	11	110
5270	27523	60	11869	2	17	152
5271	28560	90	1526	6	13	191
5272	27951	110	70724	4	6	202
5273	12324	220	85176	7	5	125
5274	24646	210	11869	1	17	190
5275	28747	140	85176	2	5	116
5276	14858	70	9474	4	15	174
5277	11671	90	38466	7	18	135
5278	16006	260	47347	1	2	127
5279	22504	130	85176	1	5	101
5280	23745	240	11869	3	17	133
5281	19639	210	11869	3	17	142
5282	23005	150	9474	5	15	202
5283	18834	170	70047	5	7	142
5284	19676	20	95810	3	11	110
5285	27088	70	1760	2	1	148
5286	13288	170	95810	1	11	202
5287	28577	10	29442	3	3	148
5288	26750	40	90367	7	4	163
5289	28147	80	27825	6	8	168
5290	11348	210	1760	4	1	180
5291	25594	10	63641	2	16	101
5292	22731	30	29442	7	3	129
5293	23394	170	70724	5	6	152
5294	24161	100	11869	4	17	121
5295	19852	230	70047	1	7	189
5296	12013	100	29442	5	3	182
5297	16740	120	1760	4	1	179
5298	18645	240	63641	4	16	129
5299	15898	120	38466	6	18	165
5300	25813	210	9474	4	15	111
5301	27174	270	29442	5	3	191
5302	15029	270	70724	7	6	195
5303	22732	90	90367	7	4	112
5304	26780	200	70047	1	7	186
5305	19314	240	11869	5	17	200
5306	16717	220	11869	3	17	158
5307	25800	260	9474	3	15	187
5308	16948	50	90367	2	4	185
5309	29029	200	11869	3	17	206
5310	19839	260	29442	2	3	206
5311	13411	160	95810	7	11	114
5312	13265	80	54620	4	9	160
5313	12928	100	1526	7	13	118
5314	25498	230	70047	1	7	181
5315	20595	70	54620	5	9	107
5316	24095	210	47347	7	2	187
5317	12899	180	11869	6	17	188
5318	21846	50	9474	1	15	105
5319	21000	220	47347	5	2	153
5320	18169	220	29442	4	3	136
5321	12336	160	47347	2	2	177
5322	29259	60	1526	4	13	121
5323	12406	210	9474	3	15	205
5324	26862	110	29442	5	3	112
5325	15490	200	27825	5	8	103
5326	20996	80	90367	3	4	146
5327	28834	10	27825	1	8	107
5328	19154	30	11869	5	17	136
5329	23774	100	90367	5	4	190
5330	21952	110	66806	7	14	124
5331	14524	110	9474	3	15	106
5332	11170	90	70047	2	7	121
5333	20300	10	1526	7	13	154
5334	17437	100	90367	6	4	116
5335	24715	60	85176	1	5	107
5336	20164	210	89125	4	12	112
5337	15495	200	66806	2	14	132
5338	25938	30	70724	5	6	111
5339	27978	10	70724	5	6	170
5340	27059	90	89125	6	12	165
5341	26211	20	38466	3	18	117
5342	24984	80	54620	4	9	112
5343	16675	90	38466	1	18	177
5344	17835	20	1760	6	1	109
5345	17657	160	47347	2	2	108
5346	26187	220	85176	2	5	193
5347	19992	250	66806	7	14	158
5348	17986	150	90367	3	4	185
5349	17970	160	70724	7	6	206
5350	27334	40	11869	3	17	153
5351	11393	30	89125	7	12	109
5352	28934	260	90367	1	4	122
5353	13126	70	1760	7	1	138
5354	11901	130	47347	1	2	119
5355	20483	90	90367	4	4	200
5356	25839	210	89125	1	12	102
5357	12718	80	63641	3	16	204
5358	15336	60	1760	4	1	156
5359	21370	60	1760	4	1	143
5360	22417	240	70047	6	7	140
5361	15753	230	1526	6	13	150
5362	14439	60	9474	6	15	186
5363	17368	210	54620	2	9	169
5364	23481	240	29442	3	3	103
5365	15180	260	89125	6	12	175
5366	27877	200	63641	1	16	162
5367	14405	220	29442	2	3	193
5368	18198	140	66806	1	14	160
5369	13283	210	54620	6	9	146
5370	21916	160	29442	6	3	199
5371	12742	40	66806	4	14	161
5372	14113	50	47347	6	2	134
5373	13777	200	54620	7	9	191
5374	13869	90	1526	1	13	111
5375	17694	80	63641	7	16	106
5376	22255	260	1526	5	13	205
5377	15374	140	70724	5	6	124
5378	20810	10	90367	6	4	132
5379	11131	50	27825	1	8	116
5380	22647	60	89125	5	12	192
5381	29065	20	63641	2	16	189
5382	13068	230	27825	4	8	187
5383	21807	110	1526	3	13	202
5384	13341	250	38466	4	18	165
5385	16843	80	29442	2	3	138
5386	20461	260	9474	2	15	155
5387	13805	210	90367	4	4	110
5388	24813	90	54620	6	9	108
5389	17083	60	27825	4	8	153
5390	17920	260	9474	2	15	170
5391	15768	270	27825	7	8	162
5392	11981	20	47347	3	2	158
5393	25216	160	11869	4	17	187
5394	12160	260	70047	2	7	148
5395	15833	140	1760	5	1	205
5396	14594	60	66806	5	14	186
5397	27741	40	70047	4	7	203
5398	26220	220	95810	7	11	110
5399	16035	60	11869	2	17	162
5400	12616	160	85176	2	5	118
5401	27543	240	11869	1	17	130
5402	18599	120	85176	2	5	129
5403	22122	90	47347	1	2	194
5404	28667	150	90367	7	4	134
5405	11965	250	70047	2	7	197
5406	28753	110	47347	1	2	183
5407	16789	100	1526	7	13	173
5408	22324	140	27825	1	8	123
5409	16741	260	70724	2	6	121
5410	16306	60	89125	5	12	146
5411	14355	100	1760	2	1	108
5412	17054	190	90367	3	4	109
5413	29168	50	11869	4	17	151
5414	27938	130	29442	4	3	151
5415	12504	170	85176	2	5	169
5416	17055	200	95810	1	11	146
5417	11834	180	66806	6	14	142
5418	16860	150	73123	7	10	172
5419	25965	140	11869	6	17	122
5420	21385	90	70047	5	7	117
5421	19869	150	27825	6	8	152
5422	18384	180	89125	5	12	134
5423	15785	160	11869	4	17	105
5424	15121	100	66806	4	14	129
5425	17992	190	1526	2	13	130
5426	25904	80	27825	1	8	116
5427	11574	230	27825	1	8	200
5428	16624	10	90367	1	4	189
5429	15142	270	1760	4	1	138
5430	21617	40	70724	1	6	129
5431	26128	70	9474	2	15	112
5432	11619	230	95810	2	11	203
5433	15547	30	73123	1	10	186
5434	12903	80	73123	7	10	203
5435	25471	20	70047	2	7	176
5436	25571	10	70047	6	7	125
5437	21754	200	85176	7	5	162
5438	19081	210	63641	6	16	146
5439	19012	130	54620	1	9	194
5440	18965	260	9474	3	15	165
5441	27977	210	9474	6	15	138
5442	28951	90	89125	7	12	161
5443	16469	60	1760	1	1	193
5444	23600	70	47347	5	2	146
5445	22098	200	11869	2	17	137
5446	18698	10	70047	1	7	196
5447	13923	60	70047	2	7	198
5448	28598	170	63641	5	16	178
5449	17793	70	90367	7	4	199
5450	19938	170	73123	1	10	198
5451	21796	160	70047	3	7	117
5452	19704	110	66806	6	14	132
5453	29459	100	1760	5	1	183
5454	28383	210	85176	6	5	172
5455	13249	160	29442	5	3	113
5456	14814	260	70047	2	7	154
5457	18792	60	27825	6	8	155
5458	21170	170	54620	7	9	113
5459	25676	50	47347	2	2	108
5460	15589	130	90367	4	4	167
5461	12148	130	70724	1	6	186
5462	20736	10	70047	6	7	174
5463	18715	80	29442	5	3	100
5464	21880	100	73123	7	10	202
5465	28762	30	63641	7	16	111
5466	14393	10	1760	3	1	194
5467	19954	190	85176	1	5	191
5468	18128	260	70724	6	6	110
5469	28874	10	54620	2	9	138
5470	24581	240	54620	1	9	163
5471	21043	120	95810	1	11	124
5472	16586	50	70047	6	7	125
5473	22959	150	29442	1	3	118
5474	22388	130	89125	7	12	196
5475	14746	40	9474	7	15	158
5476	21757	30	70047	1	7	180
5477	24359	140	66806	6	14	110
5478	25043	260	85176	5	5	156
5479	14572	190	73123	4	10	183
5480	18478	90	95810	1	11	201
5481	22143	90	90367	3	4	144
5482	11240	20	29442	1	3	130
5483	14062	200	70047	7	7	108
5484	16784	200	85176	6	5	145
5485	14960	190	29442	2	3	180
5486	24056	210	85176	1	5	170
5487	20980	180	11869	5	17	128
5488	12164	110	9474	7	15	194
5489	25339	120	90367	1	4	122
5490	21206	180	11869	1	17	203
5491	18150	180	9474	6	15	143
5492	20646	130	90367	3	4	205
5493	14174	200	63641	5	16	192
5494	16843	270	29442	6	3	161
5495	23455	70	38466	2	18	174
5496	22603	150	95810	4	11	170
5497	22640	240	54620	6	9	137
5498	24648	110	73123	1	10	156
5499	20565	110	11869	1	17	198
5500	13461	160	9474	2	15	109
5501	19418	80	66806	6	14	187
5502	17280	200	63641	3	16	183
5503	15823	110	70047	5	7	200
5504	15402	50	11869	5	17	165
5505	22596	50	89125	1	12	188
5506	15731	190	70724	1	6	164
5507	23747	130	1526	2	13	169
5508	15288	10	63641	5	16	162
5509	13097	150	47347	2	2	114
5510	13483	40	63641	2	16	119
5511	18679	90	54620	6	9	105
5512	16828	140	9474	6	15	194
5513	25307	50	73123	5	10	190
5514	11902	140	66806	1	14	196
5515	23870	140	63641	6	16	159
5516	21508	90	89125	6	12	205
5517	28480	50	73123	5	10	145
5518	14731	160	90367	1	4	162
5519	28430	40	70724	3	6	153
5520	25692	240	63641	5	16	153
5521	14399	180	47347	6	2	188
5522	26791	260	70724	4	6	107
5523	12678	190	90367	7	4	168
5524	23241	190	38466	7	18	164
5525	27727	180	29442	3	3	189
5526	15029	220	11869	5	17	193
5527	20486	220	63641	4	16	149
5528	29264	70	90367	6	4	198
5529	15663	200	95810	7	11	101
5530	12096	100	29442	2	3	111
5531	16715	40	89125	2	12	114
5532	13687	110	27825	7	8	195
5533	20212	40	27825	4	8	187
5534	24383	260	89125	4	12	203
5535	18885	110	9474	4	15	193
5536	29358	190	90367	2	4	121
5537	17120	150	47347	4	2	170
5538	21966	120	63641	5	16	178
5539	17450	180	70724	2	6	110
5540	21226	220	95810	1	11	119
5541	20961	160	11869	4	17	110
5542	12283	190	11869	2	17	126
5543	13782	80	63641	1	16	112
5544	15476	210	85176	2	5	174
5545	24304	20	29442	1	3	156
5546	13213	60	89125	7	12	202
5547	15098	40	27825	5	8	160
5548	26745	220	29442	6	3	197
5549	25538	50	11869	7	17	189
5550	13357	40	47347	7	2	149
5551	26192	260	95810	3	11	149
5552	16945	150	38466	1	18	155
5553	12994	70	29442	3	3	192
5554	16978	150	38466	2	18	170
5555	25406	30	38466	7	18	175
5556	25171	270	9474	2	15	163
5557	24035	30	11869	1	17	143
5558	14833	270	9474	3	15	184
5559	14374	100	85176	3	5	169
5560	26875	240	70047	7	7	191
5561	17147	160	9474	1	15	191
5562	11917	180	47347	4	2	101
5563	17331	270	54620	1	9	103
5564	25842	130	63641	6	16	204
5565	18675	260	29442	3	3	165
5566	20263	140	54620	7	9	134
5567	13053	100	47347	6	2	153
5568	17835	60	11869	7	17	177
5569	18708	50	70047	6	7	176
5570	22476	220	73123	6	10	169
5571	15079	190	54620	5	9	157
5572	18279	210	70724	2	6	148
5573	28720	250	73123	6	10	117
5574	13759	40	95810	4	11	115
5575	28172	10	1526	4	13	193
5576	12305	170	1526	7	13	117
5577	28461	230	47347	3	2	137
5578	14148	120	27825	4	8	184
5579	16553	230	70047	3	7	181
5580	16246	240	66806	6	14	177
5581	24527	120	70047	6	7	143
5582	28786	30	70047	7	7	128
5583	18945	270	70724	2	6	106
5584	19929	240	1526	2	13	117
5585	24093	90	85176	1	5	179
5586	14796	100	95810	5	11	182
5587	14035	100	70047	3	7	205
5588	16536	170	9474	3	15	187
5589	19558	120	73123	3	10	144
5590	25100	260	1760	4	1	121
5591	15737	270	9474	5	15	191
5592	13193	170	29442	2	3	180
5593	18807	210	70724	2	6	140
5594	18884	20	27825	4	8	126
